"tumorMean"	"controlMean"	"tumorsd"	"controlsd"	"pvals3"
"hsa-miR-191-3p"	1.0254247	1.6170686	0.711430477050037	1.01251415230863	0.00108020515749952
"hsa-miR-146a-3p"	1.70710082	0.44663074	2.49978338007937	0.67488197697801	0.00109708605954173
"hsa-miR-372-3p"	0.13320786	0.73837452	0.299933408927137	1.20529349038586	0.00109896249254157
"hsa-miR-508-3p"	11.26994334	320.30742634	17.7653651535958	634.009297533289	0.00117758853493046
"hsa-miR-301b"	0.48240122	0.19063626	0.562505618296379	0.232636121126641	0.00119264632254591
"hsa-miR-676-3p"	1.12819302	0.66349382	0.838899806013185	0.516390081826998	0.00128331641891652
"hsa-miR-139-5p"	121.40813312	156.42592224	65.3417889444162	35.0126854122511	0.00130685018714819
"hsa-miR-379-5p"	114.8472618	196.24830798	95.5697541882439	144.423847506203	0.00131223663942376
"hsa-miR-199b-5p"	7.14814314	20.84633958	11.1429432678768	26.6516778999615	0.00133049822959662
"hsa-miR-3682-3p"	0.4307362	0.15795008	0.523646677714573	0.241929632904402	0.00133797716845636
"hsa-miR-324-5p"	20.39106554	30.67599866	8.8035033394466	19.8903707553456	0.00135314677804716
"hsa-miR-139-3p"	16.3940612	21.63843806	9.76722669125217	5.42102320606319	0.00138197682587872
"hsa-miR-1224-5p"	0.26132892	0.03311216	0.467453013802123	0.104367670827579	0.00139879011844311
"hsa-miR-3174"	0.13600136	0.01528368	0.247983736533781	0.0631545567436535	0.00152450901315105
"hsa-miR-627-5p"	0.71041738	1.30854784	0.740630104321738	1.06239469027056	0.0015593578774859
"hsa-miR-378c"	13.96378278	8.3509781	10.9959423217795	4.9315159400311	0.00157405002230719
"hsa-miR-33b-5p"	2.19816166	1.08576252	2.14850554296255	1.0595259227855	0.00158854681727015
"hsa-miR-96-5p"	3.08617784	5.512622	3.95287563064742	3.5001852048996	0.00159068038688475
"hsa-miR-370-3p"	1.46756524	2.69574192	1.33533471074463	2.30869146475078	0.00166822242648911
"hsa-miR-29a-5p"	8.1233391	10.30841352	3.61055617323026	3.15848845503869	0.0017434660820598
"hsa-miR-639"	0.42397282	0.22898238	0.359492973600813	0.229501375574544	0.00175781660712549
"hsa-miR-642a-5p"	3.25275366	1.74984678	2.40261146567105	2.27612944977958	0.00179069633347028
"hsa-miR-496"	0.272664	0.7690522	0.399852660238641	1.00095533969991	0.00180312703335064
"hsa-miR-143-3p"	83072.6744448	54106.5331864	44549.7030940095	45836.4016318385	0.0018273830005613
"hsa-miR-1229-3p"	1.31127438	0.63179004	1.37283894221611	0.548834718537076	0.00183961689049349
"hsa-miR-30d-5p"	7221.50889992	9015.55448028	3107.94571568663	2452.49421668917	0.00185561470020876
"hsa-miR-889-3p"	2.33752266	4.8088241	2.09064823948197	4.96723453456517	0.00186154534558694
"hsa-miR-506-3p"	0.13880616	11.08874694	0.48450557036887	23.6931003664343	0.00198651682017753
"hsa-miR-643"	0.27142008	0.08506198	0.371573374377551	0.177267586488704	0.00205900869605952
"hsa-miR-1976"	10.30536604	7.52192978	5.37544602928393	3.04811030007766	0.0020851842598928
"hsa-miR-106a-5p"	13.01858414	21.13098008	15.934998622929	8.60603700046286	0.00222151368087918
"hsa-miR-337-5p"	0.02534862	0.15983598	0.0879255725355815	0.28482528655791	0.00229018258174109
"hsa-miR-183-5p"	848.36590056	1468.0408219	1044.08762787543	934.336331661566	0.00232978754223058
"hsa-miR-101-5p"	12.15757104	17.55588238	10.1804209129707	6.72955593641173	0.00241161279712949
"hsa-miR-658"	0.24261812	0.09111976	0.297141859572477	0.176754856710869	0.00268588469228435
"hsa-miR-494-3p"	0.39858952	0.87295268	0.542864641456415	0.937437542798418	0.00271570526681924
"hsa-miR-599"	0.36462352	0.03533022	0.730776485815901	0.111097752745745	0.00272319487340946
"hsa-miR-29c-3p"	1426.83439306	1892.25612632	657.390472881535	845.166430823827	0.00277976307070209
"hsa-miR-320e"	0.30016078	0.0945671	0.424494192613063	0.198808459274222	0.0027822529248549
"hsa-miR-574-3p"	75.11614268	56.6807961	36.0890152980936	22.2452428022435	0.00286486982699601
"hsa-miR-875-5p"	0.4557343	0.0050195	1.01690511279236	0.0354932248816587	0.00292280256396146
"hsa-miR-26a-1-3p"	5.0094929	7.92687972	6.11730060855011	2.83301587622705	0.00314966840621286
"hsa-miR-876-3p"	0.0184208	0.11715828	0.0824522868335477	0.213417057481168	0.00332421631692058
"hsa-miR-134-5p"	91.88001594	153.23005378	80.4171362945579	119.169212525233	0.00335258741631946
"hsa-miR-671-5p"	3.13264962	1.811475	2.90121150915904	0.985902171912299	0.00341173834313499
"hsa-miR-103a-2-5p"	1.22924068	0.79265334	0.852495717385244	0.571443895781933	0.00345192593313193
"hsa-miR-3154"	0.01452868	0.13496494	0.0632857967021198	0.27137325398428	0.00347290094464141
"hsa-miR-708-5p"	34.86507176	19.46627866	34.5803702101651	9.66409914998507	0.00365508655995913
"hsa-miR-335-3p"	20.69915812	34.4990646	29.224988666579	14.1296637295056	0.00366148961627733
"hsa-miR-222-5p"	3.88085968	2.42023042	3.01519976135767	1.66777144240611	0.0036715644779657
"hsa-miR-369-3p"	1.4487989	2.44798818	1.26212036948954	2.01327027639814	0.0038618220254573
"hsa-miR-556-5p"	0.05539996	0.17212292	0.148435582562304	0.234868098898939	0.00388914208407598
"hsa-let-7g-3p"	43.33808272	36.54450842	12.1803779634275	10.7805030338507	0.0039483740342176
"hsa-miR-1910-5p"	0.18059952	0.0065045	0.405434429483161	0.045993760582279	0.00399942975497719
"hsa-miR-363-5p"	0.08973832	0.3245444	0.395255628177742	0.403154846595282	0.00408506906922139
"hsa-miR-2355-3p"	2.86671076	1.7157493	2.08503247603632	1.82719241237114	0.00416279718692566
"hsa-miR-125a-3p"	2.51476478	3.3936309	1.1958735818637	1.76866890859996	0.00458946984737299
"hsa-miR-194-3p"	16.7768598	25.43920472	9.91275152850636	18.5130394787133	0.00466375783866525
"hsa-miR-513c-5p"	0.16705348	1.86389818	0.324418842168152	4.08160123551619	0.00510502056302345
"hsa-miR-222-3p"	46.67761568	31.49875384	35.2683273824982	10.7849532168369	0.0051127252112423
"hsa-miR-507"	0.05407634	2.1642252	0.145043531990186	5.1131987880976	0.00531755590097826
"hsa-miR-628-5p"	54.69534026	37.2936464	39.3627188626235	16.5477442726669	0.00533573484118843
"hsa-let-7d-3p"	301.98312736	235.73740944	119.570524902987	113.069851882426	0.00538820165863552
"hsa-miR-545-5p"	0.97894142	0.54732138	0.941840181798054	0.500377322979324	0.00546475447374571
"hsa-miR-326"	8.528828	5.75820124	6.01791110652316	3.27639147556893	0.00548431938348023
"hsa-miR-664a-3p"	48.63392896	36.79046282	26.2253386218389	13.43536838095	0.00580623903898495
"hsa-miR-100-5p"	4556.3210186	3068.6598194	3610.66896559077	785.05691593831	0.00624384090077509
"hsa-miR-144-3p"	15.64979138	7.27165506	19.8816897675696	6.45748338816141	0.00627673083495974
"hsa-miR-514b-5p"	0.08464038	7.0008383	0.196011831935133	17.1999919194349	0.00649668588577841
"hsa-miR-509-3-5p"	0.3295592	5.81264322	0.746523191452187	13.6526573593457	0.00661662594018833
"hsa-miR-625-5p"	1.87057582	1.08816294	1.84156051480063	0.716207934422348	0.00676342083607006
"hsa-miR-431-3p"	2.9315925	4.97876072	2.93713612160836	4.33198664237933	0.00694592288883572
"hsa-miR-432-3p"	0	0.06107938	0	0.153257903710145	0.00694786723838469
"hsa-miR-3654"	0.09794002	0.01226598	0.207802973252529	0.0607467902927977	0.00698759465730479
"hsa-miR-187-3p"	15.18862076	47.6094125	69.9395114448203	44.651003031394	0.00705177057030982
"hsa-miR-34b-3p"	0.56352964	0.25066152	0.705698353478912	0.378164865362965	0.00719687429149567
"hsa-miR-450b-5p"	45.69477746	19.74596828	65.9287980207921	6.90220870945147	0.0078860548160922
"hsa-miR-302b-3p"	0	0.1111657	0	0.283794853565054	0.00790013729370766
"hsa-miR-22-3p"	67568.4726752	57676.2399236	22645.1171062207	12730.997724864	0.00869303881112747
"hsa-miR-15a-3p"	0.29064314	0.14363432	0.331049616883473	0.200871089256466	0.00881095670931262
"hsa-miR-18a-5p"	4.8643779	3.24992014	3.54514726513992	2.36190008312712	0.008837111306437
"hsa-miR-211-5p"	1.1922467	0.53652452	1.61955043735741	0.596833787586414	0.00925737846059832
"hsa-miR-1248"	0.18831704	0.75048608	0.342379694453035	1.43659994697359	0.00942095710519075
"hsa-miR-145-5p"	2264.72329268	3395.26105816	1413.6465243975	2656.64529589282	0.00965092082462961
"hsa-miR-302a-5p"	0	0.05257946	0	0.138386984838983	0.00982818199463718
"hsa-miR-890"	0	0.05518338	0	0.146286742129884	0.0103310171534644
"hsa-miR-615-3p"	11.64393028	17.1068749	7.46447274360531	12.6830480792398	0.0103967967945648
"hsa-miR-2114-5p"	0.93611774	0.40999522	1.31985469983982	0.493645643386241	0.0104562667931886
"hsa-miR-580-3p"	0.20123944	0.0763516	0.287639121582765	0.176087701246989	0.0105358037473182
"hsa-miR-1266-5p"	5.3714424	3.5026148	4.03306844397678	3.07040895282623	0.0106633827066019
"hsa-miR-3922-3p"	0.53099268	0.22353894	0.752565122799226	0.358042263028583	0.0111025998585007
"hsa-miR-125b-2-3p"	19.30041926	15.0934098	10.7524531740736	3.65243444463339	0.0111255828639967
"hsa-miR-328-3p"	86.26022474	68.73113318	38.2763321124469	28.7290740038696	0.0111802451483654
"hsa-miR-193b-5p"	5.75231138	2.98157208	7.31903027840808	1.39803840646607	0.0111939741276353
"hsa-miR-410-3p"	1.97885698	3.1770997	1.49875379049274	2.90019267175339	0.01140298006671
"hsa-miR-767-5p"	0.05202874	0.18138396	0.172796848470388	0.317891590121921	0.0135571863655571
"hsa-miR-1269a"	606.02117448	65.66536916	1491.21146276512	89.640076132348	0.013659101742968
"hsa-miR-371a-3p"	0	0.04125786	0	0.115010661553882	0.0144290833239027
"hsa-miR-219a-1-3p"	1.03088156	0.66786308	0.843667702458859	0.588808979304551	0.0144705616807786
"hsa-miR-7-2-3p"	0.02167944	0.1043541	0.0813233623521029	0.218032251997619	0.0145990509784478
"hsa-miR-424-3p"	10.11993612	5.55200428	12.54967593355	2.5076990689535	0.0146444142359467
"hsa-miR-1305"	0.2307203	0.06661632	0.445607688271538	0.130080916246026	0.0153162850825235
"hsa-miR-302a-3p"	0	0.03346328	0	0.094569582264895	0.0157336824916777
"hsa-miR-497-5p"	34.25856502	26.1201374	18.7434725921294	14.2749005349154	0.0165040581175756
"hsa-miR-490-3p"	0	0.05070488	0	0.144439380164948	0.016529846787527
"hsa-miR-3189-3p"	0.17124014	0.0743225	0.244972982561719	0.136368215043585	0.0168091206935838
"hsa-miR-548b-3p"	0.4926164	0.77558524	0.597192449034784	0.56607785252804	0.0168510478460927
"hsa-miR-3942-5p"	0.20669908	0.0856974	0.300164187307128	0.184917548385595	0.01743320921687
"hsa-miR-769-3p"	1.17243154	0.80432052	0.88358402868501	0.631785460995257	0.0186601079293649
"hsa-miR-195-5p"	58.7849633	45.113804	32.2605624491701	25.4038663765233	0.0206678279970785
"hsa-miR-33a-3p"	0.84908094	1.21508014	0.800723741481148	0.759048504985293	0.021014548082699
"hsa-miR-34c-3p"	1.49807798	0.39440598	3.24511746034657	0.503894695552168	0.0212468287444224
"hsa-miR-939-5p"	0.43397816	0.26536404	0.40436726842978	0.309251151697191	0.0213403368421072
"hsa-miR-510-5p"	0	0.07972938	0	0.238176759041914	0.0219260168042562
"hsa-miR-885-3p"	0.11031398	0.00756458	0.3047783275318	0.0407625611170348	0.0220075996833563
"hsa-miR-3176"	0.11816432	0.04116486	0.209100904434984	0.102080215580591	0.0221002832439623
"hsa-miR-377-3p"	0.3413591	0.62529418	0.562019669708413	0.655674325879221	0.0221907206661628
"hsa-miR-3941"	0.03467972	0	0.104221670314109	0	0.0226867659813469
"hsa-miR-1180-3p"	11.93434888	9.32639888	7.04899911798936	3.62661451208904	0.0227732253119498
"hsa-miR-3136-5p"	0.3760433	0.13118966	0.710036379252162	0.210978518186443	0.0229152323904245
"hsa-miR-301a-3p"	7.52413676	6.2250635	2.72179067570657	2.91337688456302	0.0233462436843939
"hsa-miR-582-3p"	418.21132942	241.23550872	533.435638083201	54.3349858144924	0.0236616145796168
"hsa-miR-3146"	0.08203316	0.0040879	0.236925303267986	0.0289058181081249	0.0250657662033001
"hsa-miR-551b-3p"	2.2934709	3.3304002	2.55288107990362	1.98886739945125	0.0258031967522677
"hsa-miR-543"	0.21176976	0.40460466	0.368749844378718	0.475911153443779	0.0258643808670407
"hsa-miR-3194-5p"	0.1803487	0.06163016	0.336007072076403	0.154610267684933	0.0263658604256139
"hsa-miR-485-5p"	0.08552964	0.18846168	0.176561050610386	0.270725615126327	0.0269288081894421
"hsa-miR-624-5p"	1.07824068	0.70807808	0.925971569370412	0.710696226961951	0.02734378746019
"hsa-miR-1307-3p"	775.16446648	599.28972568	505.263726676299	227.787826449281	0.028095825094967
"hsa-miR-875-3p"	0.17156144	0.01699166	0.481738983996951	0.0706865425207309	0.0291389138141913
"hsa-miR-296-5p"	3.58205884	2.36874528	3.45109735248675	1.72909679109794	0.0293755375005545
"hsa-miR-192-5p"	13729.94360416	10261.4802685	8650.9422258682	7065.41812831666	0.0305631287759558
"hsa-miR-876-5p"	0.00828454	0.04792834	0.058580544130112	0.112843915031413	0.0305932019395484
"hsa-miR-425-3p"	3.2342125	4.08771608	1.96501852138268	1.95084859323385	0.0316836596055474
"hsa-miR-449b-5p"	0	0.03929202	0	0.126739276583214	0.0331460670565934
"hsa-miR-499a-3p"	0.3804595	0.20150588	0.517001807895519	0.271170823450312	0.0334109265622551
"hsa-miR-491-5p"	2.2254356	1.5094589	2.16716225683226	0.888005593898364	0.0343311939963083
"hsa-miR-29c-5p"	74.65307716	91.5610359	44.7792889579754	33.1286486982179	0.0345245417393166
"hsa-miR-92b-3p"	55.74565134	42.33500736	35.9171020166201	25.8677407868147	0.0348909981095677
"hsa-miR-106a-3p"	0.19426062	0.51503866	0.855967145754448	0.628079581106083	0.03535784923939
"hsa-miR-3164"	0.01851892	0	0.0605845738397194	0	0.0355766676361962
"hsa-miR-92a-2-5p"	0.00512668	0.05030838	0.0362511019297345	0.146384223400498	0.0386658140832968
"hsa-miR-548j-5p"	0.18053206	0.0670947	0.351776428307225	0.14848361961829	0.0394925887847842
"hsa-miR-766-3p"	7.7986555	6.1186811	4.94543191292707	2.7855461777632	0.0396411425999598
"hsa-miR-190b"	0.29300112	0.13512748	0.476554068094025	0.244321608751556	0.0406065286855655
"hsa-miR-3678-3p"	0.05534356	0.00874036	0.151420670548083	0.0433474527904325	0.0408833522602788
"hsa-miR-3149"	0.08771034	0.02744258	0.184740284729518	0.0885067348529489	0.0411346353700292
"hsa-miR-3192-5p"	0.06304392	0.00439932	0.196069272025907	0.031107890046096	0.0416859621022666
"hsa-miR-3655"	0.13828618	0.05988466	0.217924706712437	0.157848788226311	0.0422849465496494
"hsa-miR-3155a"	0.03314462	0	0.112996542228818	0	0.0433444412664843
"hsa-miR-632"	0.33356668	0.19463412	0.38078989082022	0.295957088526094	0.0445112137380117
"hsa-miR-34c-5p"	2.54068876	1.40032412	3.59751762164827	1.60497908446904	0.0445426589327731
"hsa-let-7f-2-3p"	0.45851464	0.25944758	0.617865929106504	0.313319055041544	0.0458245490525674
"hsa-miR-147b"	0.22055832	0.09634924	0.380787323054213	0.209076128363551	0.0467130935810015
"hsa-miR-505-5p"	15.61578564	12.98596494	8.01496107495443	4.60226080283885	0.047665200833663
"hsa-miR-556-3p"	0.04454012	0.1065776	0.123111109403153	0.180826081841991	0.0480616026906312
"hsa-miR-1306-3p"	0.51491664	0.3179272	0.585135387851106	0.378288566446466	0.0488330744238066
"hsa-miR-3679-3p"	0.05830684	0.01142606	0.154897590071813	0.0575503081026558	0.0491920083476909
"hsa-miR-339-5p"	42.43263	29.2205137	41.5899116862157	21.833488516003	0.0504044233746554
"hsa-miR-92b-5p"	0.23982648	0.11611074	0.401493218404528	0.183562090036266	0.0515328807433536
"hsa-miR-338-5p"	2.70220638	2.05447668	1.57034713792635	1.71945519099161	0.0520479608044778
"hsa-miR-3939"	0.07670342	0.02053864	0.183003712038865	0.0836164503390112	0.052425369952362
"hsa-miR-208b-3p"	0	0.03933578	0	0.141554275206496	0.0551038325513035
"hsa-miR-1263"	0	0.03512504	0	0.126498927726029	0.055284561455352
"hsa-miR-1293"	0.29100782	0.01206678	1.00299731156064	0.0604764678779393	0.0553001682958633
"hsa-miR-379-3p"	0.10014964	0.20100432	0.2194815158597	0.294586115432984	0.0553319103154533
"hsa-miR-513b-5p"	0.03619374	0.514171	0.128321479501053	1.72572513775061	0.0564686004875832
"hsa-miR-451a"	1019.59150646	457.05763406	2001.68153689803	433.645593160187	0.057384657620901
"hsa-miR-3667-5p"	0.16009218	0.05427312	0.350224454113836	0.166166642779954	0.0576274323911444
"hsa-miR-32-5p"	20.33628094	17.14644418	8.43694262655461	8.22362902951881	0.0584820363460363
"hsa-miR-656-3p"	0.11618882	0.23388806	0.227541765076727	0.370009760856105	0.0588761253959506
"hsa-miR-491-3p"	0.71364118	0.39197924	1.12320733789731	0.372445148261339	0.0593755246446471
"hsa-miR-493-5p"	3.62055382	5.19966226	4.02050215388239	4.39665875979222	0.0639070894702267
"hsa-miR-20a-3p"	7.8337149	6.71756514	3.40957893856279	2.48369053092995	0.0646111299580117
"hsa-miR-374c-5p"	0.27512732	0.43906672	0.369400833843155	0.500534633157674	0.0656541854611976
"hsa-miR-373-3p"	0.00748758	0.05434062	0.0529451859267677	0.168516214229856	0.0656969995721399
"hsa-miR-29b-1-5p"	5.33462796	4.4474089	2.79865663501813	1.89562189945932	0.0668768091294862
"hsa-miR-487a-3p"	0.11219246	0.22276406	0.246786772139739	0.343408650712797	0.0677994897673013
"hsa-miR-651-5p"	1.38105952	1.07876546	0.922702185740389	0.707014032063366	0.0691702175669485
"hsa-miR-578"	0.14934686	0.06201366	0.296160749753666	0.156514740985309	0.0692331520824331
"hsa-miR-577"	32.90713912	54.54064644	46.8676618933114	68.8554871521748	0.0697142174776771
"hsa-miR-489-3p"	3.92344914	6.10212852	5.7538545957009	6.13645606397199	0.0700964056601752
"hsa-miR-607"	0.09060914	0.03081646	0.211648519196718	0.0894775209128106	0.0702716642212652
"hsa-miR-431-5p"	0.59206298	0.3379841	0.775971115263372	0.605579152592174	0.0711884527390235
"hsa-miR-548t-5p"	0.02262464	0	0.0872122026021869	0	0.0726730254225315
"hsa-miR-3610"	0.4826921	0.30913126	0.586154245536496	0.334101982189406	0.0727576295849295
"hsa-miR-192-3p"	25.20556472	31.98734892	14.5467906005357	22.041083323239	0.0729228674199645
"hsa-miR-542-3p"	480.6473651	278.38465746	783.098533360906	69.6858443707992	0.074904227783097
"hsa-miR-218-2-3p"	0.02128974	0	0.0828556953018405	0	0.0753497375424497
"hsa-miR-409-3p"	6.1536196	8.6468885	4.65261038517425	8.62235725308977	0.075955259972535
"hsa-miR-432-5p"	2.90635212	3.98614456	2.53254943116291	3.42344239411745	0.0763215155917197
"hsa-miR-654-5p"	0.40994638	0.65606658	0.436385532396311	0.864697265187097	0.0765358658239201
"hsa-miR-3125"	0.06958876	0.02189252	0.164720536754703	0.0911098669526646	0.0771435274949252
"hsa-miR-3911"	0.0389394	0.00394788	0.136783084890058	0.0279157271931075	0.0820728580510387
"hsa-miR-1256"	0.05302174	0.01060496	0.160758391985068	0.054215307293202	0.0821613000209956
"hsa-miR-3938"	0.00127692	0.01756728	0.00902918791032726	0.0645942356656236	0.0833711800810381
"hsa-miR-3681-5p"	0.0696477	0.02081944	0.176935699853659	0.085836238747351	0.0834643608354396
"hsa-miR-2115-3p"	0.05342704	0.00903228	0.17227483073678	0.0505197967129718	0.085716486869786
"hsa-miR-3143"	0.02514064	0	0.101787772084013	0	0.0869926125648509
"hsa-miR-19b-2-5p"	0	0.0207367	0	0.0839733947682727	0.0870510219062254
"hsa-miR-30e-5p"	9094.5312276	8281.02583938	2873.1786326684	1681.46117433016	0.0879052859046478
"hsa-miR-3183"	0.03338258	0.00395582	0.116903962130982	0.0279718714715337	0.0890919835720594
"hsa-miR-182-5p"	2993.26509756	3951.0252057	3063.34077612667	2498.83691132098	0.0899808275570977
"hsa-miR-1237-3p"	0.03627772	0.0021854	0.138807998173816	0.0154531115960508	0.0904881888632022
"hsa-miR-20b-5p"	28.90335298	43.40089872	57.5103803200894	16.0207844429485	0.0914266718540021
"hsa-miR-664a-5p"	5.43045156	6.26393284	2.70708390161769	2.15659082204576	0.0919309424480944
"hsa-miR-3667-3p"	0.01519246	0	0.0625048912068814	0	0.0919826415184581
"hsa-miR-296-3p"	0.9346957	0.58575446	1.36900362014404	0.458187177423011	0.0926070741282137
"hsa-miR-3128"	0.03010168	0.00378434	0.105538791086586	0.026759324763155	0.0930289751037274
"hsa-miR-668-3p"	0.0118224	0.05369728	0.0537984455294738	0.16593469759628	0.0948638804978315
"hsa-miR-1225-5p"	0.00294766	0.04042644	0.0208431037463234	0.154627053399813	0.0955266837899422
"hsa-miR-3131"	0.39590434	0.20871292	0.698154380494236	0.360709514015728	0.0963540383522534
"hsa-miR-3646"	0.02004554	0	0.0839357573374095	0	0.0976295300982039
"hsa-miR-2276-3p"	0.04233264	0.11393594	0.118385325570697	0.27906680603429	0.0996045243300477
"hsa-miR-3188"	0.05060434	0.11526526	0.144913667318928	0.23431243417404	0.100831992040346
"hsa-miR-25-5p"	0.1147285	0.04930248	0.253755513238207	0.114772951380815	0.101275362866874
"hsa-miR-374b-5p"	44.73621502	51.9552509	20.9363130843495	23.0324873550901	0.1042420635453
"hsa-miR-587"	0.03026148	0	0.129366248144362	0	0.104506048020841
"hsa-miR-520d-3p"	0.01861476	0	0.0796125234350496	0	0.104656221499416
"hsa-miR-585-3p"	0.92619698	1.29168056	1.12229103110563	1.10915421508776	0.10466049180337
"hsa-miR-449a"	0.0746736	0.18467638	0.210423505003115	0.42714289824027	0.10674991270052
"hsa-miR-1298-5p"	0.00443486	0.02772486	0.0313591957961297	0.095883608037911	0.107875881664729
"hsa-miR-636"	0.17597888	0.10401198	0.24831291164574	0.193192823381675	0.109183886921769
"hsa-miR-3074-3p"	0.03586742	0.08305454	0.149027836110298	0.143895490205063	0.110474998907177
"hsa-miR-339-3p"	8.57121032	7.2696354	4.78859306335561	3.19114692925781	0.113434533290424
"hsa-miR-323a-5p"	0.00468302	0.02277942	0.0331139519843223	0.0728698520478329	0.114497724691479
"hsa-miR-3937"	0.62034734	0.0849678	2.37078917683752	0.163417600297333	0.117523762321059
"hsa-miR-23c"	0.25792938	0.37830128	0.426881704687533	0.329054898649862	0.117724381304343
"hsa-miR-2110"	1.0261895	0.79745874	0.859358774344706	0.557571757863993	0.118125785220352
"hsa-miR-3140-3p"	0.07129538	0.02848038	0.172843890051215	0.0823492001997987	0.118314626238898
"hsa-miR-221-3p"	76.72891158	63.14421574	55.0292155105954	26.4119418582854	0.12003566945652
"hsa-miR-3165"	0.0292819	0	0.1316474648446	0	0.122202090580507
"hsa-miR-190a-5p"	12.28664774	13.9857732	5.50511837120628	5.42065286616964	0.12314491309778
"hsa-miR-3129-5p"	0.02892916	0	0.131323662518682	0	0.125745467404186
"hsa-miR-1288-3p"	0.29377328	0.18997786	0.404016158830617	0.24929103686737	0.125974188990837
"hsa-miR-3138"	0.0419661	0.00489132	0.166320222797832	0.0345868554095338	0.128704189830431
"hsa-miR-744-5p"	21.72797344	25.22075378	10.4656827326266	12.2968236984788	0.129443384921837
"hsa-miR-193b-3p"	55.27379154	37.78654656	79.4978511301137	12.1083824712287	0.13027147638595
"hsa-miR-378a-5p"	82.8045629	103.7776555	61.7834677653156	76.3991169887879	0.134564331584667
"hsa-miR-129-2-3p"	0.3508092	2.34286968	1.12849548488359	9.20137685909932	0.134883499516341
"hsa-miR-3662"	0.1004959	0.03112388	0.302292682237626	0.116461638971921	0.134951877433933
"hsa-miR-1538"	0.17553798	0.08453936	0.361269157142128	0.226438596245659	0.135085391259364
"hsa-miR-597-5p"	0.03811536	0.01108376	0.113791654759963	0.0557172940735639	0.135820206032745
"hsa-miR-20b-3p"	2.23027482	4.16436262	8.84475275827214	1.91029009736331	0.136568135777711
"hsa-miR-3929"	0.01400248	0	0.0655781409730345	0	0.137506350143052
"hsa-miR-34b-5p"	0.47125268	0.25708028	0.93347579888648	0.380096723418542	0.137807885444213
"hsa-miR-659-3p"	0.00919868	0.03382312	0.0650444900596507	0.0964558416289685	0.138139787298274
"hsa-miR-425-5p"	71.24669106	100.65037824	56.3428690619918	127.08247802534	0.13940002150626
"hsa-miR-3622a-3p"	0.05738654	0.10999466	0.146292326609515	0.204752009736777	0.142881171298547
"hsa-miR-154-3p"	0.42604394	0.59700196	0.578018798105956	0.588239291637755	0.145901897039472
"hsa-miR-2116-3p"	0.46494518	0.33397408	0.499652118979232	0.406347859380627	0.153754109979647
"hsa-let-7d-5p"	277.89908164	255.07407426	92.81346454957	64.092412484356	0.156032435289616
"hsa-miR-132-5p"	1.99781698	2.45957414	1.27724138218104	1.89443620973569	0.156609740556588
"hsa-miR-1225-3p"	0.01368446	0.0393381	0.0563733923722849	0.113833463727025	0.15762783862591
"hsa-miR-3916"	0.01474832	0	0.0729884939499315	0	0.159404188144942
"hsa-miR-490-5p"	0	0.01364606	0	0.067603965020902	0.159830862765508
"hsa-miR-3617-5p"	0.01534378	0	0.0760218702751668	0	0.159869776491446
"hsa-miR-767-3p"	0.0088908	0	0.0440661775802101	0	0.160019031739252
"hsa-let-7c-5p"	2291.66191958	2063.93025734	991.323546515388	555.102801608914	0.160423664988797
"hsa-miR-518c-3p"	0.01837662	0	0.0913977845725542	0	0.161440730763427
"hsa-miR-3927-3p"	0	0.00946708	0	0.0473016760974294	0.163327816723516
"hsa-miR-1245a"	0	0.010913	0	0.0547825969032994	0.165268615212761
"hsa-miR-586"	0	0.0106914	0	0.0538069447368866	0.166324822968114
"hsa-miR-22-5p"	19.65821522	23.16259146	12.5452707021624	12.639513279423	0.167237955975305
"hsa-miR-641"	0.06210896	0.12981324	0.194630893556418	0.285929209872708	0.169892035619736
"hsa-miR-30d-3p"	6.65413672	7.5532065	3.95076910221146	2.36870857901063	0.171389417226436
"hsa-miR-4286"	0.04780044	0.09415406	0.130201615463686	0.199372560356531	0.172315473971312
"hsa-miR-1236-3p"	0.01508998	0	0.0770955185945781	0	0.172622107316215
"hsa-miR-411-3p"	0.31926784	0.46816768	0.475427691036803	0.601130973580071	0.172811370245344
"hsa-miR-1247-5p"	5.00563424	2.33136684	13.6217551938996	1.5445205909001	0.173885735501789
"hsa-miR-617"	0.01680938	0	0.0869016167724685	0	0.177628865950762
"hsa-miR-1537-3p"	0.04600214	0.01822748	0.128537129122688	0.0661940444177355	0.178506742889949
"hsa-miR-4306"	0.01562354	0	0.0812732587371989	0	0.180273413789034
"hsa-miR-19a-5p"	0.0241709	0.00539376	0.0905839004480242	0.0381396427209275	0.181350667979285
"hsa-miR-552-3p"	0.05896722	0.02291632	0.168588093214817	0.0852172479002428	0.181383225443991
"hsa-miR-551a"	0.20198264	0.3071755	0.369554332385439	0.41145108134123	0.181779050710791
"hsa-miR-3664-5p"	0.54592056	0.40239572	0.642921738413041	0.403925068889705	0.18501961657503
"hsa-miR-802"	6.20114078	0.27598124	31.9065715782591	0.576062214435444	0.195325935319802
"hsa-miR-412-3p"	0	0.01308926	0	0.0705214509611488	0.195486923181075
"hsa-miR-99a-3p"	3.49591876	3.99966996	2.36154870485449	1.37536654837627	0.196227655235499
"hsa-miR-4254"	0	0.01950186	0	0.105463304500493	0.197126634022222
"hsa-miR-3175"	0.03252448	0.00846438	0.12352970317168	0.0419131688822333	0.197129683959982
